Series ID,Series Name,Units,Region Name,Region Code,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,Ave_Before,Ave_After
SPRI117UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Springfield, IL",44100,4.3,4.2,4.1,4.1,4.1,4,4,3.9,3.8,3.8,4.16,3.9
SPIUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Springfield, MO",44180,3.4,3.4,3.3,3.3,3.3,3.3,3.4,3.4,3.5,3.6,3.34,3.44
SPRI239UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Springfield, OH",44220,4.8,4.8,4.8,4.8,4.8,5.1,5.2,5.3,5.5,5.5,4.8,5.32
STAT342UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"State College, PA",44300,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3,3,3.1,2.9,2.98
STOC706UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Stockton-Lodi, CA",44700,6.6,6.6,6.6,6.6,6.6,6.5,6.4,6.4,6.4,6.4,6.6,6.42
SUMT945UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Sumter, SC",44940,5.6,5.7,5.7,5.6,5.6,5.4,5.3,5.3,5.3,5.2,5.64,5.3
SYRA036UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Syracuse, NY",45060,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.4,3.62,3.52
TALL212UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tallahassee, FL",45220,3.5,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.58,3.72
TAMP312UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tampa-St. Petersburg-Clearwater, FL",45300,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.6,3.68
TERR418UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Terre Haute, IN",45460,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.2,4,3.8,4.6,4.2
TEXUR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Texarkana, TX-AR",45500,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.2,4.1
TOLE739UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Toledo, OH",45780,4.7,4.6,4.5,4.5,4.5,5.6,5.4,5.4,5.5,5.6,4.56,5.5
TOPE820UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Topeka, KS",45820,3.8,3.8,3.9,3.8,3.8,3.9,3.9,3.8,3.8,3.8,3.82,3.84
TREN934UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Trenton, NJ",45940,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.7,4.5,4.56
TUCS004UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tucson, AZ",46060,3.7,3.8,3.8,3.8,3.8,3.8,3.8,4,4,4.1,3.78,3.94
TULS140UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tulsa, OK",46140,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3,3.26,3.14
TUSC201UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tuscaloosa, AL",46220,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.58,3.5
TYLE348UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Tyler, TX",46340,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.84,3.8
UTIC536UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Utica-Rome, NY",46540,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.84,3.76
VALD613UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Valdosta, GA",46660,4.1,4.1,4.1,4.1,4.1,4,4,4,4,3.9,4.1,3.98
VALL706UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Vallejo-Fairfield, CA",46700,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5,5,5,5.2,5.04
VICT048UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Victoria, TX",47020,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4,4,4,4.16,4.04
VINE234UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Vineland-Bridgeton, NJ",47220,7.2,7.2,7.2,7.1,7.1,7,7,7,7.1,7.2,7.16,7.06
VIRG251UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.3,3.5,3.6,3.1,3.34
VISA306UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Visalia-Porterville, CA",47300,10.4,10.4,10.4,10.4,10.4,10.3,10.2,10.2,10.2,10.3,10.4,10.24
WACO348UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Waco, TX",47380,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.9,3.8
WARN513UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Warner Robins, GA",47580,3.3,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.22,3.18
WASH911UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.3,3.5,3.1,3.24
WATE919UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Waterloo-Cedar Falls, IA",47940,3.8,4,4,4,3.9,3.9,3.9,3.9,4,4,3.94,3.94
WAUS155UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wausau, WI",48140,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.64,2.72
WEIR239UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Weirton-Steubenville, WV-OH",48260,5.9,5.9,5.9,5.9,5.8,5.8,5.7,5.6,5.7,5.7,5.88,5.7
WENA353UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wenatchee, WA",48300,5,4.9,4.9,4.8,4.8,4.7,4.6,4.5,4.4,4.5,4.88,4.54
WHEE554UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wheeling, WV-OH",48540,5,5,4.9,4.9,4.9,4.7,4.6,4.5,4.6,4.6,4.94,4.6
WICH620UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wichita, KS",48620,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.18,4.14
WICH648UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wichita Falls, TX",48660,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.86,3.8
WILL742UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Williamsport, PA",48700,4.1,4.1,4,4,4,4.1,4.1,4.1,4.1,4.2,4.04,4.12
WILM937UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Wilmington, NC",48900,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.52,3.54
WINC051UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Winchester, VA-WV",49020,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,3,3,2.8,2.9
WINS137UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Winston-Salem, NC",49180,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.7,3.7,3.62
YAKI453UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Yakima, WA",49420,6.4,6.4,6.3,6.3,6.3,6,5.8,5.5,5.4,5.6,6.34,5.66
YORK642UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"York-Hanover, PA",49620,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.7,3.7,3.5,3.64
YOUN639UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Youngstown-Warren-Boardman, OH-PA",49660,5.2,5.2,5.2,5.2,5.2,5.3,5.4,5.5,5.7,5.8,5.2,5.54
YUBA706UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Yuba City, CA",49700,8,8,7.9,7.9,7.9,7.7,7.6,7.5,7.5,7.6,7.94,7.58
YUMA704UR,Unemployment Rate by Metropolitan Statistical Area,Percent,"Yuma, AZ",49740,12.4,12.5,12.6,12.7,12.6,12.7,12.9,13.2,13.3,13.5,12.56,13.12
